respondent_id,brand,price_per_month,beans,delivery,rating
R0155,Nordic Roast,$24,Single origin,Every two weeks,5
R0155,Nordic Roast,$19,Single origin,Every two weeks,8
R0155,Arabica Hills,$19,House blend,Every two weeks,8
R0155,Nordic Roast,$24,Single origin,Monthly,1
R0155,Nordic Roast,$14,House blend,Monthly,6
R0155,Arabica Hills,$14,Single origin,Monthly,6
R0155,Casa Verde,$24,Single origin,Every two weeks,4
R0155,Arabica Hills,$19,Single origin,Weekly,6
R0155,Casa Verde,$14,House blend,Weekly,6
R0155,Nordic Roast,$19,House blend,Weekly,5
R0155,Casa Verde,$19,House blend,Weekly,5
R0156,Casa Verde,$19,House blend,Weekly,3
R0156,Arabica Hills,$19,House blend,Weekly,6
R0156,Casa Verde,$24,House blend,Weekly,4
R0156,Nordic Roast,$19,House blend,Weekly,5
R0156,Nordic Roast,$19,Single origin,Monthly,8
R0156,Arabica Hills,$14,House blend,Weekly,6
R0156,Casa Verde,$24,Single origin,Weekly,6
R0156,Casa Verde,$19,Single origin,Monthly,8
R0156,Nordic Roast,$19,Single origin,Weekly,7
R0156,Arabica Hills,$19,Single origin,Monthly,9
R0156,Casa Verde,$24,House blend,Monthly,3
R0156,Nordic Roast,$14,Single origin,Monthly,7
R0156,Nordic Roast,$24,House blend,Every two weeks,2
R0156,Nordic Roast,$19,House blend,Monthly,4
R0157,Casa Verde,$24,Single origin,Weekly,5
R0157,Nordic Roast,$19,Single origin,Every two weeks,7
R0157,Arabica Hills,$14,Single origin,Monthly,7
R0157,Arabica Hills,$19,House blend,Every two weeks,7
R0157,Nordic Roast,$19,House blend,Weekly,7
R0157,Arabica Hills,$24,House blend,Every two weeks,4
R0157,Nordic Roast,$24,House blend,Weekly,5
R0157,Casa Verde,$14,House blend,Monthly,5
R0157,Casa Verde,$24,House blend,Weekly,5
R0157,Nordic Roast,$19,Single origin,Monthly,7
R0157,Arabica Hills,$14,Single origin,Every two weeks,9
R0157,Arabica Hills,$19,Single origin,Every two weeks,7
R0157,Nordic Roast,$14,Single origin,Monthly,6
R0157,Casa Verde,$19,House blend,Monthly,3
R0158,Nordic Roast,$24,Single origin,Every two weeks,7
R0158,Casa Verde,$19,Single origin,Weekly,7
R0158,Nordic Roast,$19,House blend,Weekly,6
R0158,Casa Verde,$14,Single origin,Weekly,9
R0158,Casa Verde,$24,Single origin,Monthly,4
R0158,Arabica Hills,$24,House blend,Weekly,4
R0158,Casa Verde,$19,House blend,Weekly,5
R0158,Arabica Hills,$14,Single origin,Weekly,9
R0158,Arabica Hills,$14,House blend,Monthly,4
R0158,Nordic Roast,$19,Single origin,Every two weeks,6
R0158,Nordic Roast,$14,House blend,Monthly,4
R0158,Casa Verde,$24,House blend,Weekly,5
R0158,Arabica Hills,$19,House blend,Every two weeks,5
R0158,Casa Verde,$19,Single origin,Every two weeks,7
R0159,Nordic Roast,$24,House blend,Monthly,1
R0159,Nordic Roast,$14,Single origin,Monthly,5
R0159,Casa Verde,$14,House blend,Weekly,5
R0159,Casa Verde,$24,House blend,Monthly,1
R0159,Casa Verde,$14,Single origin,Weekly,4
R0159,Casa Verde,$19,House blend,Every two weeks,3
R0159,Nordic Roast,$19,Single origin,Every two weeks,5
R0159,Arabica Hills,$19,House blend,Every two weeks,4
R0159,Nordic Roast,$24,Single origin,Monthly,3
R0159,Arabica Hills,$19,Single origin,Weekly,6
R0159,Casa Verde,$24,House blend,Every two weeks,1
R0159,Casa Verde,$24,Single origin,Every two weeks,2
R0159,Arabica Hills,$19,House blend,Weekly,5
R0159,Casa Verde,$24,Single origin,Weekly,3
R0160,Nordic Roast,$14,House blend,Every two weeks,6
R0160,Casa Verde,$14,House blend,Monthly,7
R0160,Nordic Roast,$14,Single origin,Weekly,7
R0160,Arabica Hills,$19,House blend,Monthly,4
R0160,Casa Verde,$24,House blend,Weekly,4
R0160,Casa Verde,$19,House blend,Monthly,3
R0160,Casa Verde,$19,Single origin,Weekly,8
R0160,Nordic Roast,$19,Single origin,Monthly,4
R0160,Casa Verde,$19,House blend,Weekly,5
R0160,Casa Verde,$14,Single origin,Monthly,6
R0160,Arabica Hills,$19,Single origin,Monthly,6
R0160,Arabica Hills,$19,House blend,Every two weeks,7
R0160,Arabica Hills,$24,Single origin,Every two weeks,5
R0160,Nordic Roast,$24,Single origin,Monthly,5
R0161,Casa Verde,$19,Single origin,Every two weeks,3
R0161,Casa Verde,$24,House blend,Every two weeks,2
R0161,Casa Verde,$19,House blend,Weekly,4
R0161,Arabica Hills,$19,House blend,Every two weeks,5
R0161,Casa Verde,$19,House blend,Monthly,2
R0161,Casa Verde,$24,Single origin,Every two weeks,4
R0161,Nordic Roast,$14,House blend,Weekly,7
R0161,Casa Verde,$14,Single origin,Monthly,5
R0161,Nordic Roast,$19,House blend,Every two weeks,4
R0161,Casa Verde,$14,House blend,Weekly,6
R0161,Casa Verde,$24,Single origin,Monthly,1
R0161,Casa Verde,$14,House blend,Monthly,2
R0161,Nordic Roast,$19,House blend,Weekly,4
R0161,Casa Verde,$14,Single origin,Weekly,6
R0162,Nordic Roast,$19,Single origin,Monthly,6
R0162,Casa Verde,$14,Single origin,Every two weeks,9
R0162,Casa Verde,$24,Single origin,Every two weeks,4
R0162,Casa Verde,$19,House blend,Every two weeks,4
R0162,Casa Verde,$24,House blend,Every two weeks,3
R0162,Casa Verde,$14,House blend,Monthly,6
R0162,Arabica Hills,$24,House blend,Monthly,4
R0162,Arabica Hills,$14,Single origin,Every two weeks,8
R0162,Casa Verde,$24,Single origin,Weekly,2
R0162,Arabica Hills,$14,Single origin,Weekly,9
R0162,Arabica Hills,$19,Single origin,Weekly,4
R0162,Arabica Hills,$14,House blend,Weekly,7
R0162,Arabica Hills,$24,Single origin,Weekly,4
R0162,Nordic Roast,$14,Single origin,Every two weeks,8
R0163,Nordic Roast,$14,House blend,Weekly,9
R0163,Arabica Hills,$19,House blend,Monthly,3
R0163,Casa Verde,$14,House blend,Weekly,7
R0163,Nordic Roast,$14,Single origin,Monthly,8
R0163,Arabica Hills,$24,House blend,Monthly,4
R0163,Nordic Roast,$24,Single origin,Every two weeks,4
R0163,Casa Verde,$19,Single origin,Weekly,7
R0163,Arabica Hills,$14,Single origin,Weekly,10
R0163,Casa Verde,$24,House blend,Every two weeks,4
R0163,Nordic Roast,$19,Single origin,Monthly,6
R0163,Arabica Hills,$24,Single origin,Monthly,4
R0163,Nordic Roast,$19,House blend,Weekly,7
R0163,Arabica Hills,$14,Single origin,Every two weeks,6
R0163,Arabica Hills,$19,House blend,Weekly,8
R0164,Nordic Roast,$19,House blend,Monthly,3
R0164,Casa Verde,$14,Single origin,Every two weeks,7
R0164,Arabica Hills,$19,Single origin,Weekly,8
R0164,Arabica Hills,$19,Single origin,Every two weeks,7
R0164,Casa Verde,$19,Single origin,Monthly,4
R0164,Nordic Roast,$19,House blend,Weekly,5
R0164,Casa Verde,$24,Single origin,Weekly,5
R0164,Arabica Hills,$14,Single origin,Weekly,7
R0164,Nordic Roast,$19,Single origin,Weekly,5
R0164,Nordic Roast,$14,House blend,Weekly,6
R0164,Nordic Roast,$14,Single origin,Weekly,8
R0164,Arabica Hills,$14,House blend,Weekly,7
R0164,Nordic Roast,$24,Single origin,Every two weeks,4
R0164,Nordic Roast,$24,House blend,Weekly,2
R0165,Arabica Hills,$14,House blend,Every two weeks,6
R0165,Arabica Hills,$24,House blend,Monthly,1
R0165,Nordic Roast,$14,House blend,Weekly,8
R0165,Arabica Hills,$19,House blend,Weekly,8
R0165,Nordic Roast,$24,Single origin,Every two weeks,4
R0165,Casa Verde,$14,House blend,Monthly,4
R0165,Arabica Hills,$24,House blend,Every two weeks,4
R0165,Casa Verde,$19,Single origin,Monthly,4
R0165,Casa Verde,$24,Single origin,Weekly,4
R0165,Arabica Hills,$14,Single origin,Every two weeks,7
R0165,Arabica Hills,$14,Single origin,Monthly,7
R0165,Casa Verde,$19,House blend,Every two weeks,5
R0165,Nordic Roast,$24,Single origin,Weekly,4
R0165,Casa Verde,$14,House blend,Every two weeks,4
R0166,Nordic Roast,$24,House blend,Weekly,4
R0166,Casa Verde,$19,House blend,Monthly,4
R0166,Casa Verde,$14,House blend,Weekly,5
R0166,Nordic Roast,$24,Single origin,Weekly,5
R0166,Casa Verde,$14,House blend,Every two weeks,6
R0166,Nordic Roast,$14,Single origin,Monthly,7
R0166,Nordic Roast,$19,House blend,Every two weeks,6
R0166,Arabica Hills,$24,House blend,Weekly,5
R0166,Nordic Roast,$19,Single origin,Weekly,5
R0166,Casa Verde,$19,House blend,Weekly,3
R0166,Casa Verde,$24,House blend,Monthly,1
R0166,Nordic Roast,$14,House blend,Weekly,6
R0166,Arabica Hills,$19,House blend,Weekly,6
R0166,Arabica Hills,$24,House blend,Monthly,3
R0167,Arabica Hills,$24,Single origin,Monthly,4
R0167,Nordic Roast,$19,Single origin,Every two weeks,9
R0167,Arabica Hills,$14,House blend,Monthly,4
R0167,Arabica Hills,$24,House blend,Weekly,4
R0167,Nordic Roast,$14,Single origin,Every two weeks,7
R0167,Arabica Hills,$19,Single origin,Every two weeks,8
R0167,Casa Verde,$14,Single origin,Monthly,6
R0167,Arabica Hills,$19,House blend,Weekly,7
R0167,Nordic Roast,$24,House blend,Monthly,4
R0167,Arabica Hills,$19,House blend,Monthly,6
R0167,Casa Verde,$24,Single origin,Weekly,4
R0167,Nordic Roast,$14,Single origin,Monthly,7
R0167,Nordic Roast,$24,Single origin,Every two weeks,4
R0167,Nordic Roast,$24,House blend,Weekly,5
R0168,Arabica Hills,$19,House blend,Every two weeks,5
R0168,Arabica Hills,$24,Single origin,Weekly,5
R0168,Nordic Roast,$19,House blend,Weekly,6
R0168,Nordic Roast,$14,House blend,Weekly,9
R0168,Arabica Hills,$14,House blend,Weekly,9
R0168,Nordic Roast,$24,Single origin,Monthly,3
R0168,Arabica Hills,$19,Single origin,Monthly,4
R0168,Casa Verde,$24,Single origin,Weekly,3
R0168,Arabica Hills,$14,Single origin,Every two weeks,8
R0168,Casa Verde,$24,House blend,Monthly,1
R0168,Nordic Roast,$14,Single origin,Monthly,6
R0168,Arabica Hills,$19,House blend,Weekly,6
R0168,Nordic Roast,$24,House blend,Every two weeks,4
R0168,Casa Verde,$14,House blend,Weekly,7
R0169,Arabica Hills,$24,Single origin,Every two weeks,4
R0169,Arabica Hills,$14,House blend,Monthly,7
R0169,Nordic Roast,$19,House blend,Every two weeks,6
R0169,Nordic Roast,$19,House blend,Weekly,6
R0169,Nordic Roast,$24,Single origin,Weekly,6
R0169,Casa Verde,$24,Single origin,Monthly,3
R0169,Nordic Roast,$14,House blend,Monthly,7
R0169,Arabica Hills,$14,Single origin,Every two weeks,8
R0169,Arabica Hills,$14,House blend,Weekly,9
R0169,Nordic Roast,$14,House blend,Weekly,9
R0169,Nordic Roast,$19,Single origin,Monthly,4
R0169,Nordic Roast,$24,House blend,Weekly,6
R0169,Casa Verde,$24,House blend,Monthly,3
R0169,Arabica Hills,$14,Single origin,Monthly,5
R0170,Nordic Roast,$14,House blend,Every two weeks,7
R0170,Nordic Roast,$24,House blend,Weekly,3
R0170,Casa Verde,$24,Single origin,Weekly,1
R0170,Arabica Hills,$19,House blend,Every two weeks,8
R0170,Arabica Hills,$14,Single origin,Every two weeks,10
R0170,Casa Verde,$14,Single origin,Every two weeks,8
R0170,Casa Verde,$14,House blend,Monthly,6
R0170,Arabica Hills,$14,House blend,Weekly,9
R0170,Nordic Roast,$14,Single origin,Weekly,10
R0170,Arabica Hills,$19,House blend,Weekly,9
R0170,Nordic Roast,$24,Single origin,Every two weeks,4
R0170,Casa Verde,$24,Single origin,Every two weeks,3
R0170,Arabica Hills,$24,House blend,Weekly,4
R0170,Nordic Roast,$19,House blend,Weekly,7
R0171,Nordic Roast,$14,House blend,Monthly,5
R0171,Casa Verde,$14,House blend,Weekly,5
R0171,Nordic Roast,$14,Single origin,Weekly,7
R0171,Nordic Roast,$24,Single origin,Weekly,4
R0171,Casa Verde,$24,House blend,Every two weeks,4
R0171,Casa Verde,$19,Single origin,Weekly,6
R0171,Nordic Roast,$19,House blend,Weekly,5
R0171,Arabica Hills,$14,House blend,Every two weeks,8
R0171,Casa Verde,$14,Single origin,Monthly,6
R0171,Casa Verde,$14,House blend,Every two weeks,6
R0171,Nordic Roast,$14,Single origin,Every two weeks,10
R0171,Nordic Roast,$19,Single origin,Monthly,4
R0171,Arabica Hills,$24,House blend,Monthly,3
R0171,Nordic Roast,$14,House blend,Weekly,5
R0172,Casa Verde,$19,Single origin,Weekly,7
R0172,Nordic Roast,$19,House blend,Weekly,8
R0172,Arabica Hills,$14,House blend,Weekly,10
R0172,Arabica Hills,$24,Single origin,Weekly,5
R0172,Nordic Roast,$19,Single origin,Monthly,8
R0172,Casa Verde,$14,Single origin,Monthly,8
R0172,Nordic Roast,$24,House blend,Weekly,6
R0172,Arabica Hills,$19,Single origin,Every two weeks,7
R0172,Casa Verde,$14,House blend,Monthly,7
R0172,Arabica Hills,$14,House blend,Monthly,8
R0172,Arabica Hills,$24,House blend,Every two weeks,7
R0172,Casa Verde,$14,Single origin,Every two weeks,7
R0172,Arabica Hills,$24,House blend,Weekly,5
R0172,Arabica Hills,$14,Single origin,Monthly,8
R0173,Arabica Hills,$14,Single origin,Weekly,9
R0173,Nordic Roast,$14,House blend,Weekly,4
R0173,Arabica Hills,$14,Single origin,Every two weeks,9
R0173,Nordic Roast,$24,House blend,Every two weeks,2
R0173,Arabica Hills,$24,Single origin,Monthly,1
R0173,Arabica Hills,$19,Single origin,Weekly,7
R0173,Casa Verde,$24,Single origin,Monthly,4
R0173,Casa Verde,$19,Single origin,Weekly,7
R0173,Nordic Roast,$19,House blend,Every two weeks,4
R0173,Casa Verde,$19,Single origin,Monthly,4
R0173,Casa Verde,$24,Single origin,Every two weeks,5
R0173,Arabica Hills,$24,House blend,Weekly,3
R0173,Arabica Hills,$24,House blend,Every two weeks,3
R0173,Arabica Hills,$14,Single origin,Monthly,5
R0174,Casa Verde,$24,House blend,Every two weeks,5
R0174,Arabica Hills,$14,Single origin,Weekly,9
R0174,Nordic Roast,$14,House blend,Weekly,7
R0174,Nordic Roast,$19,House blend,Monthly,7
R0174,Arabica Hills,$14,Single origin,Monthly,6
R0174,Arabica Hills,$19,Single origin,Monthly,5
R0174,Nordic Roast,$19,Single origin,Every two weeks,6
R0174,Arabica Hills,$24,House blend,Every two weeks,4
R0174,Casa Verde,$24,House blend,Weekly,5
R0174,Casa Verde,$19,Single origin,Monthly,4
R0174,Casa Verde,$14,House blend,Every two weeks,5
R0174,Nordic Roast,$14,Single origin,Monthly,6
R0174,Casa Verde,$24,Single origin,Monthly,2
R0174,Nordic Roast,$14,House blend,Every two weeks,8
R0175,Nordic Roast,$14,Single origin,Monthly,6
R0175,Casa Verde,$14,Single origin,Every two weeks,5
R0175,Arabica Hills,$24,Single origin,Every two weeks,3
R0175,Casa Verde,$24,House blend,Every two weeks,4
R0175,Arabica Hills,$24,Single origin,Weekly,5
R0175,Casa Verde,$24,Single origin,Monthly,3
R0175,Nordic Roast,$24,Single origin,Monthly,4
R0175,Arabica Hills,$14,Single origin,Monthly,7
R0175,Nordic Roast,$24,Single origin,Weekly,4
R0175,Casa Verde,$19,Single origin,Every two weeks,6
R0175,Casa Verde,$19,House blend,Weekly,4
R0175,Casa Verde,$19,House blend,Monthly,4
R0175,Casa Verde,$19,Single origin,Weekly,7
R0175,Nordic Roast,$19,Single origin,Weekly,6
R0176,Casa Verde,$19,Single origin,Weekly,5
R0176,Arabica Hills,$14,Single origin,Weekly,7
R0176,Casa Verde,$14,House blend,Weekly,5
R0176,Arabica Hills,$24,Single origin,Monthly,5
R0176,Arabica Hills,$19,Single origin,Every two weeks,9
R0176,Casa Verde,$19,House blend,Weekly,3
R0176,Nordic Roast,$24,Single origin,Weekly,4
R0176,Nordic Roast,$14,Single origin,Monthly,7
R0176,Nordic Roast,$24,House blend,Every two weeks,6
R0176,Arabica Hills,$14,Single origin,Every two weeks,9
R0176,Arabica Hills,$14,House blend,Monthly,6
R0176,Arabica Hills,$19,House blend,Weekly,4
R0176,Arabica Hills,$19,Single origin,Monthly,6
R0176,Nordic Roast,$19,House blend,Weekly,5
R0177,Nordic Roast,$19,Single origin,Monthly,4
R0177,Casa Verde,$19,House blend,Every two weeks,6
R0177,Arabica Hills,$19,House blend,Monthly,4
R0177,Nordic Roast,$24,House blend,Monthly,2
R0177,Nordic Roast,$24,Single origin,Monthly,2
R0177,Arabica Hills,$24,Single origin,Monthly,3
R0177,Arabica Hills,$19,Single origin,Monthly,6
R0177,Arabica Hills,$24,House blend,Every two weeks,4
R0177,Arabica Hills,$24,House blend,Weekly,4
R0177,Casa Verde,$14,Single origin,Every two weeks,7
R0177,Arabica Hills,$14,Single origin,Every two weeks,10
R0177,Arabica Hills,$19,House blend,Every two weeks,8
R0177,Arabica Hills,$19,House blend,Weekly,7
R0177,Arabica Hills,$14,House blend,Every two weeks,9
R0178,Nordic Roast,$19,House blend,Weekly,3
R0178,Arabica Hills,$14,House blend,Every two weeks,6
R0178,Arabica Hills,$19,House blend,Monthly,3
R0178,Arabica Hills,$24,House blend,Monthly,2
R0178,Casa Verde,$19,House blend,Monthly,3
R0178,Arabica Hills,$19,House blend,Every two weeks,4
R0178,Arabica Hills,$19,Single origin,Every two weeks,6
R0178,Casa Verde,$14,Single origin,Weekly,7
R0178,Casa Verde,$24,Single origin,Every two weeks,6
R0178,Casa Verde,$19,Single origin,Every two weeks,6
R0178,Arabica Hills,$14,Single origin,Every two weeks,8
R0178,Nordic Roast,$19,Single origin,Every two weeks,6
R0178,Arabica Hills,$19,House blend,Weekly,6
R0178,Arabica Hills,$14,Single origin,Weekly,9
R0179,Arabica Hills,$19,House blend,Every two weeks,5
R0179,Casa Verde,$14,House blend,Every two weeks,5
R0179,Nordic Roast,$24,House blend,Every two weeks,5
R0179,Casa Verde,$14,Single origin,Weekly,6
R0179,Casa Verde,$19,Single origin,Every two weeks,4
R0179,Arabica Hills,$14,House blend,Monthly,7
R0179,Casa Verde,$24,Single origin,Every two weeks,2
R0179,Nordic Roast,$24,House blend,Weekly,6
R0179,Casa Verde,$24,House blend,Weekly,3
R0179,Nordic Roast,$19,Single origin,Monthly,4
R0179,Arabica Hills,$24,House blend,Weekly,4
R0179,Arabica Hills,$24,Single origin,Every two weeks,4
R0179,Nordic Roast,$19,House blend,Weekly,5
R0179,Arabica Hills,$14,Single origin,Every two weeks,6
R0180,Casa Verde,$24,Single origin,Monthly,2
R0180,Nordic Roast,$19,Single origin,Monthly,5
R0180,Arabica Hills,$14,House blend,Weekly,8
R0180,Arabica Hills,$19,Single origin,Monthly,4
R0180,Casa Verde,$14,House blend,Weekly,5
R0180,Arabica Hills,$24,Single origin,Monthly,2
R0180,Casa Verde,$24,House blend,Every two weeks,2
R0180,Arabica Hills,$14,Single origin,Every two weeks,8
R0180,Casa Verde,$14,Single origin,Every two weeks,6
R0180,Casa Verde,$19,House blend,Weekly,5
R0180,Nordic Roast,$24,House blend,Every two weeks,4
R0180,Casa Verde,$14,House blend,Every two weeks,5
R0180,Arabica Hills,$24,Single origin,Every two weeks,7
R0180,Nordic Roast,$14,Single origin,Every two weeks,8
R0181,Casa Verde,$19,Single origin,Weekly,5
R0181,Arabica Hills,$24,House blend,Weekly,3
R0181,Casa Verde,$24,Single origin,Weekly,2
R0181,Nordic Roast,$14,House blend,Monthly,6
R0181,Arabica Hills,$14,House blend,Monthly,7
R0181,Arabica Hills,$19,House blend,Every two weeks,5
R0181,Casa Verde,$24,House blend,Monthly,2
R0181,Arabica Hills,$14,Single origin,Weekly,7
R0181,Arabica Hills,$24,Single origin,Weekly,4
R0181,Nordic Roast,$14,House blend,Every two weeks,7
R0181,Nordic Roast,$24,House blend,Weekly,2
R0181,Nordic Roast,$24,House blend,Monthly,3
R0181,Nordic Roast,$14,Single origin,Monthly,6
R0181,Casa Verde,$24,Single origin,Monthly,1
R0182,Nordic Roast,$14,House blend,Monthly,8
R0182,Arabica Hills,$19,Single origin,Every two weeks,9
R0182,Casa Verde,$24,Single origin,Every two weeks,6
R0182,Nordic Roast,$24,Single origin,Monthly,4
R0182,Casa Verde,$14,House blend,Weekly,7
R0182,Casa Verde,$14,Single origin,Weekly,9
R0182,Nordic Roast,$14,Single origin,Monthly,10
R0182,Arabica Hills,$24,Single origin,Every two weeks,8
R0182,Nordic Roast,$19,House blend,Weekly,6
R0182,Nordic Roast,$19,Single origin,Every two weeks,8
R0182,Nordic Roast,$19,Single origin,Monthly,7
R0182,Casa Verde,$19,Single origin,Every two weeks,8
R0182,Casa Verde,$24,House blend,Weekly,2
R0182,Casa Verde,$14,House blend,Monthly,7
R0183,Arabica Hills,$14,House blend,Weekly,9
R0183,Nordic Roast,$19,House blend,Monthly,3
R0183,Casa Verde,$14,House blend,Weekly,6
R0183,Arabica Hills,$14,Single origin,Monthly,7
R0183,Casa Verde,$14,House blend,Every two weeks,7
R0183,Arabica Hills,$14,House blend,Every two weeks,8
R0183,Casa Verde,$19,House blend,Every two weeks,4
R0183,Casa Verde,$24,House blend,Weekly,2
R0183,Arabica Hills,$14,Single origin,Every two weeks,10
R0183,Arabica Hills,$19,Single origin,Every two weeks,7
R0183,Casa Verde,$14,Single origin,Every two weeks,9
R0183,Casa Verde,$14,Single origin,Weekly,7
R0183,Casa Verde,$24,House blend,Monthly,1
R0183,Nordic Roast,$24,House blend,Weekly,4
R0184,Casa Verde,$14,Single origin,Weekly,9
R0184,Nordic Roast,$14,Single origin,Monthly,7
R0184,Nordic Roast,$14,Single origin,Every two weeks,7
R0184,Casa Verde,$14,Single origin,Monthly,5
R0184,Nordic Roast,$19,House blend,Weekly,5
R0184,Casa Verde,$14,House blend,Every two weeks,4
R0184,Casa Verde,$19,House blend,Every two weeks,3
R0184,Arabica Hills,$19,House blend,Weekly,7
R0184,Arabica Hills,$14,House blend,Monthly,7
R0184,Nordic Roast,$19,Single origin,Monthly,5
R0184,Arabica Hills,$14,Single origin,Monthly,7
R0184,Casa Verde,$14,House blend,Monthly,5
R0184,Nordic Roast,$14,House blend,Weekly,5
R0184,Casa Verde,$24,Single origin,Every two weeks,4
R0185,Nordic Roast,$19,House blend,Monthly,2
R0185,Arabica Hills,$19,House blend,Weekly,5
R0185,Casa Verde,$14,House blend,Every two weeks,6
R0185,Nordic Roast,$19,Single origin,Every two weeks,6
R0185,Nordic Roast,$19,House blend,Every two weeks,3
R0185,Nordic Roast,$24,House blend,Monthly,1
R0185,Nordic Roast,$24,Single origin,Monthly,2
R0185,Casa Verde,$24,House blend,Monthly,1
R0185,Casa Verde,$14,Single origin,Monthly,4
R0185,Arabica Hills,$24,Single origin,Every two weeks,4
R0185,Nordic Roast,$19,House blend,Weekly,5
R0185,Casa Verde,$19,House blend,Every two weeks,2
R0185,Nordic Roast,$24,Single origin,Weekly,5
R0185,Arabica Hills,$24,House blend,Every two weeks,3
R0186,Casa Verde,$19,Single origin,Weekly,7
R0186,Nordic Roast,$24,Single origin,Monthly,2
R0186,Casa Verde,$14,Single origin,Monthly,5
R0186,Nordic Roast,$14,Single origin,Every two weeks,9
R0186,Casa Verde,$14,House blend,Every two weeks,6
R0186,Arabica Hills,$14,Single origin,Weekly,9
R0186,Arabica Hills,$19,House blend,Weekly,8
R0186,Casa Verde,$14,House blend,Weekly,6
R0186,Casa Verde,$14,Single origin,Weekly,7
R0186,Casa Verde,$24,House blend,Monthly,1
R0186,Nordic Roast,$24,House blend,Weekly,4
R0186,Nordic Roast,$24,Single origin,Every two weeks,5
R0186,Arabica Hills,$19,House blend,Monthly,5
R0186,Casa Verde,$14,House blend,Monthly,5
R0187,Nordic Roast,$14,House blend,Weekly,4
R0187,Casa Verde,$24,Single origin,Every two weeks,5
R0187,Arabica Hills,$14,Single origin,Weekly,6
R0187,Casa Verde,$24,Single origin,Monthly,3
R0187,Casa Verde,$14,House blend,Monthly,6
R0187,Nordic Roast,$19,Single origin,Monthly,4
R0187,Nordic Roast,$19,Single origin,Weekly,5
R0187,Arabica Hills,$14,House blend,Every two weeks,7
R0187,Nordic Roast,$14,Single origin,Weekly,5
R0187,Casa Verde,$24,House blend,Every two weeks,4
R0187,Nordic Roast,$24,House blend,Every two weeks,3
R0187,Nordic Roast,$24,House blend,Monthly,1
R0187,Casa Verde,$19,Single origin,Weekly,6
R0187,Nordic Roast,$19,House blend,Weekly,4
R0188,Arabica Hills,$14,Single origin,Weekly,10
R0188,Casa Verde,$14,Single origin,Monthly,6
R0188,Arabica Hills,$14,House blend,Monthly,7
R0188,Casa Verde,$24,House blend,Weekly,5
R0188,Arabica Hills,$24,House blend,Monthly,6
R0188,Casa Verde,$14,House blend,Every two weeks,6
R0188,Nordic Roast,$24,House blend,Weekly,4
R0188,Casa Verde,$24,House blend,Every two weeks,4
R0188,Arabica Hills,$24,Single origin,Weekly,7
R0188,Arabica Hills,$19,House blend,Weekly,7
R0188,Nordic Roast,$14,House blend,Every two weeks,6
R0188,Arabica Hills,$24,House blend,Every two weeks,6
R0188,Nordic Roast,$14,Single origin,Weekly,9
R0188,Nordic Roast,$24,House blend,Monthly,4
R0189,Arabica Hills,$24,Single origin,Weekly,5
R0189,Nordic Roast,$19,House blend,Weekly,4
R0189,Casa Verde,$14,House blend,Every two weeks,5
R0189,Casa Verde,$24,Single origin,Every two weeks,5
R0189,Arabica Hills,$24,Single origin,Every two weeks,6
R0189,Nordic Roast,$19,House blend,Monthly,4
R0189,Nordic Roast,$24,House blend,Weekly,4
R0189,Nordic Roast,$19,House blend,Every two weeks,5
R0189,Arabica Hills,$19,House blend,Monthly,4
R0189,Arabica Hills,$19,Single origin,Every two weeks,6
R0189,Arabica Hills,$14,Single origin,Monthly,6
R0189,Casa Verde,$14,Single origin,Weekly,7
R0189,Arabica Hills,$24,House blend,Weekly,4
R0189,Nordic Roast,$24,House blend,Monthly,2
R0190,Casa Verde,$14,House blend,Weekly,6
R0190,Nordic Roast,$24,House blend,Weekly,2
R0190,Arabica Hills,$14,Single origin,Weekly,7
R0190,Nordic Roast,$24,Single origin,Monthly,4
R0190,Nordic Roast,$14,House blend,Weekly,4
R0190,Arabica Hills,$19,House blend,Weekly,6
R0190,Nordic Roast,$19,House blend,Monthly,3
R0190,Arabica Hills,$14,House blend,Weekly,5
R0190,Casa Verde,$14,Single origin,Weekly,5
R0190,Arabica Hills,$19,Single origin,Monthly,7
R0190,Casa Verde,$24,House blend,Every two weeks,3
R0190,Nordic Roast,$14,House blend,Every two weeks,5
R0190,Casa Verde,$19,Single origin,Every two weeks,8
R0190,Nordic Roast,$19,Single origin,Every two weeks,5
R0191,Casa Verde,$19,Single origin,Every two weeks,7
R0191,Casa Verde,$19,House blend,Monthly,3
R0191,Arabica Hills,$19,Single origin,Monthly,6
R0191,Nordic Roast,$14,Single origin,Every two weeks,9
R0191,Nordic Roast,$24,Single origin,Monthly,3
R0191,Casa Verde,$24,Single origin,Weekly,5
R0191,Nordic Roast,$19,Single origin,Every two weeks,7
R0191,Casa Verde,$14,Single origin,Weekly,7
R0191,Nordic Roast,$19,House blend,Weekly,8
R0191,Casa Verde,$19,House blend,Weekly,4
R0191,Nordic Roast,$19,Single origin,Weekly,8
R0191,Arabica Hills,$24,House blend,Every two weeks,4
R0191,Nordic Roast,$19,House blend,Monthly,4
R0191,Arabica Hills,$14,House blend,Monthly,6
R0192,Arabica Hills,$24,Single origin,Every two weeks,5
R0192,Casa Verde,$14,House blend,Monthly,5
R0192,Arabica Hills,$24,House blend,Every two weeks,4
R0192,Nordic Roast,$14,Single origin,Weekly,8
R0192,Casa Verde,$24,Single origin,Monthly,2
R0192,Casa Verde,$19,House blend,Weekly,6
